,type,JI,source
683,indels,0.501381,WGE_WGS_2023_1_TNseq_strelka.isecVSWGS_WUX_2021_2_TNseq_strelka.isec
684,snps,0.569358,BGI_T10_WGS_2023_1_TNseq_strelka.isecVSBGI_T10_WGS_2021_2_TNseq_strelka.isec
685,indels,0.76319,BGI_T10_WGS_2023_1_TNseq_strelka.isecVSBGI_T10_WGS_2021_2_TNseq_strelka.isec
686,snps,0.191163,WGS_WUX_2023_3_TNseq_strelka.isec.HCRVSWGS_WUX_2021_1_TNseq_strelka.isec
687,indels,0.152486,WGS_WUX_2023_3_TNseq_strelka.isec.HCRVSWGS_WUX_2021_1_TNseq_strelka.isec
688,snps,0.177482,WGE_WGS_2023_1_TNseq_strelka.isecVSBGI_T10_WGS_2021_2_TNseq_strelka.isec.HCR
689,indels,0.223441,WGE_WGS_2023_1_TNseq_strelka.isecVSBGI_T10_WGS_2021_2_TNseq_strelka.isec.HCR
690,snps,0.0900126,WGS_WUX_2023_3_TNseq_strelka.isec.HCRVSBGI_T20_WGS_2023_2_TNseq_strelka.isec
691,indels,0.188505,WGS_WUX_2023_3_TNseq_strelka.isec.HCRVSBGI_T20_WGS_2023_2_TNseq_strelka.isec
692,snps,0.0826791,BGI_T20_WGS_2023_2_TNseq_strelka.isecVSWGS_WUX_2021_2_TNseq_strelka.isec.HCR
693,indels,0.161408,BGI_T20_WGS_2023_2_TNseq_strelka.isecVSWGS_WUX_2021_2_TNseq_strelka.isec.HCR
694,snps,0.608416,BGI_T10_WGS_2021_2_TNseq_strelka.isecVSBGI_T10_WGS_2021_1_TNseq_strelka.isec
695,indels,0.814253,BGI_T10_WGS_2021_2_TNseq_strelka.isecVSBGI_T10_WGS_2021_1_TNseq_strelka.isec
696,snps,0.108318,BGI_T20_WGS_2021_3_TNseq_strelka.isec.HCRVSWGS_WUX_2021_3_TNseq_strelka.isec
697,indels,0.165892,BGI_T20_WGS_2021_3_TNseq_strelka.isec.HCRVSWGS_WUX_2021_3_TNseq_strelka.isec
698,snps,0.190727,WGS_WUX_2023_1_TNseq_strelka.isec.HCRVSWGS_WUX_2021_1_TNseq_strelka.isec
699,indels,0.147505,WGS_WUX_2023_1_TNseq_strelka.isec.HCRVSWGS_WUX_2021_1_TNseq_strelka.isec
700,snps,0.166432,BGI_T20_WGS_2021_3_TNseq_strelka.isec.HCRVSBGI_T10_WGS_2021_3_TNseq_strelka.isec.HCR
701,indels,0.688433,BGI_T20_WGS_2021_3_TNseq_strelka.isec.HCRVSBGI_T10_WGS_2021_3_TNseq_strelka.isec.HCR
702,snps,0.575375,ARD_WGS_2023_1_TNseq_strelka.isecVSBGI_T7_WGS_2023_1_TNseq_strelka.isec
703,indels,0.825646,ARD_WGS_2023_1_TNseq_strelka.isecVSBGI_T7_WGS_2023_1_TNseq_strelka.isec
704,snps,0.0899049,WGS_WUX_2023_1_TNseq_strelka.isec.HCRVSBGI_T20_WGS_2023_2_TNseq_strelka.isec
705,indels,0.178104,WGS_WUX_2023_1_TNseq_strelka.isec.HCRVSBGI_T20_WGS_2023_2_TNseq_strelka.isec
706,snps,0.0944202,BGI_T20_WGS_2021_2_TNseq_strelka.isec.HCRVSWGS_WUX_2021_3_TNseq_strelka.isec
707,indels,0.174814,BGI_T20_WGS_2021_2_TNseq_strelka.isec.HCRVSWGS_WUX_2021_3_TNseq_strelka.isec
708,snps,0.13935,BGI_T20_WGS_2021_2_TNseq_strelka.isec.HCRVSBGI_T10_WGS_2021_3_TNseq_strelka.isec.HCR
709,indels,0.661923,BGI_T20_WGS_2021_2_TNseq_strelka.isec.HCRVSBGI_T10_WGS_2021_3_TNseq_strelka.isec.HCR
710,snps,0.127967,WGS_WUX_2023_2_TNseq_strelka.isec.HCRVSBGI_T20_WGS_2023_3_TNseq_strelka.isec.HCR
711,indels,0.310682,WGS_WUX_2023_2_TNseq_strelka.isec.HCRVSBGI_T20_WGS_2023_3_TNseq_strelka.isec.HCR
712,snps,0.178815,BGI_T10_WGS_2023_3_TNseq_strelka.isec.HCRVSWGS_WUX_2021_1_TNseq_strelka.isec
713,indels,0.150813,BGI_T10_WGS_2023_3_TNseq_strelka.isec.HCRVSWGS_WUX_2021_1_TNseq_strelka.isec
714,snps,0.341359,ARD_WGS_2023_1_TNseq_strelka.isec.HCRVSARD_WGS_2023_1_TNseq_strelka.isec
715,indels,0.362231,ARD_WGS_2023_1_TNseq_strelka.isec.HCRVSARD_WGS_2023_1_TNseq_strelka.isec
716,snps,0.0935996,BGI_T10_WGS_2023_3_TNseq_strelka.isec.HCRVSBGI_T20_WGS_2023_2_TNseq_strelka.isec
717,indels,0.251813,BGI_T10_WGS_2023_3_TNseq_strelka.isec.HCRVSBGI_T20_WGS_2023_2_TNseq_strelka.isec
718,snps,0.10031,WGS_WUX_2023_2_TNseq_strelka.isecVSBGI_T20_WGS_2023_1_TNseq_strelka.isec.HCR
719,indels,0.181393,WGS_WUX_2023_2_TNseq_strelka.isecVSBGI_T20_WGS_2023_1_TNseq_strelka.isec.HCR
720,snps,0.571033,WGE_WGS_2023_1_TNseq_strelka.isecVSBGI_T10_WGS_2021_1_TNseq_strelka.isec
721,indels,0.688511,WGE_WGS_2023_1_TNseq_strelka.isecVSBGI_T10_WGS_2021_1_TNseq_strelka.isec
722,snps,0.0875881,BGI_T20_WGS_2021_2_TNseq_strelka.isecVSWGS_WUX_2021_3_TNseq_strelka.isec.HCR
723,indels,0.171311,BGI_T20_WGS_2021_2_TNseq_strelka.isecVSWGS_WUX_2021_3_TNseq_strelka.isec.HCR
724,snps,0.117794,BGI_T20_WGS_2021_3_TNseq_strelka.isec.HCRVSBGI_T20_WGS_2023_3_TNseq_strelka.isec
725,indels,0.210181,BGI_T20_WGS_2021_3_TNseq_strelka.isec.HCRVSBGI_T20_WGS_2023_3_TNseq_strelka.isec
726,snps,0.132002,WGS_WUX_2021_2_TNseq_strelka.isec.HCRVSBGI_T20_WGS_2023_1_TNseq_strelka.isec.HCR
727,indels,0.28362,WGS_WUX_2021_2_TNseq_strelka.isec.HCRVSBGI_T20_WGS_2023_1_TNseq_strelka.isec.HCR
728,snps,0.491956,WGS_WUX_2023_3_TNseq_strelka.isec.HCRVSWGS_WUX_2021_1_TNseq_strelka.isec.HCR
729,indels,0.228476,WGS_WUX_2023_3_TNseq_strelka.isec.HCRVSWGS_WUX_2021_1_TNseq_strelka.isec.HCR
730,snps,0.13328,BGI_T20_WGS_2023_1_TNseq_strelka.isecVSBGI_T20_WGS_2023_2_TNseq_strelka.isec.HCR
731,indels,0.261999,BGI_T20_WGS_2023_1_TNseq_strelka.isecVSBGI_T20_WGS_2023_2_TNseq_strelka.isec.HCR
732,snps,0.288587,BGI_T20_WGS_2021_1_TNseq_strelka.isecVSWGS_WUX_2021_2_TNseq_strelka.isec
733,indels,0.481848,BGI_T20_WGS_2021_1_TNseq_strelka.isecVSWGS_WUX_2021_2_TNseq_strelka.isec
734,snps,0.0916148,WGE_WGS_2023_1_TNseq_strelka.isec.HCRVSBGI_T20_WGS_2021_3_TNseq_strelka.isec
735,indels,0.210924,WGE_WGS_2023_1_TNseq_strelka.isec.HCRVSBGI_T20_WGS_2021_3_TNseq_strelka.isec
736,snps,0.129761,BGI_T20_WGS_2021_2_TNseq_strelka.isec.HCRVSBGI_T20_WGS_2023_3_TNseq_strelka.isec
737,indels,0.213738,BGI_T20_WGS_2021_2_TNseq_strelka.isec.HCRVSBGI_T20_WGS_2023_3_TNseq_strelka.isec
738,snps,0.131949,BGI_T20_WGS_2021_3_TNseq_strelka.isec.HCRVSARD_WGS_2023_1_TNseq_strelka.isec.HCR
739,indels,0.530887,BGI_T20_WGS_2021_3_TNseq_strelka.isec.HCRVSARD_WGS_2023_1_TNseq_strelka.isec.HCR
740,snps,0.103018,BGI_T20_WGS_2021_1_TNseq_strelka.isecVSBGI_T10_WGS_2021_2_TNseq_strelka.isec.HCR
741,indels,0.240571,BGI_T20_WGS_2021_1_TNseq_strelka.isecVSBGI_T10_WGS_2021_2_TNseq_strelka.isec.HCR
742,snps,0.091441,BGI_T10_WGS_2021_1_TNseq_strelka.isecVSBGI_T20_WGS_2023_3_TNseq_strelka.isec.HCR
743,indels,0.20328,BGI_T10_WGS_2021_1_TNseq_strelka.isecVSBGI_T20_WGS_2023_3_TNseq_strelka.isec.HCR
744,snps,0.574044,BGI_T10_WGS_2021_3_TNseq_strelka.isecVSWGS_WUX_2021_2_TNseq_strelka.isec
745,indels,0.487276,BGI_T10_WGS_2021_3_TNseq_strelka.isecVSWGS_WUX_2021_2_TNseq_strelka.isec
746,snps,0.142395,BGI_T20_WGS_2021_3_TNseq_strelka.isec.HCRVSBGI_T10_WGS_2023_3_TNseq_strelka.isec.HCR
747,indels,0.56337,BGI_T20_WGS_2021_3_TNseq_strelka.isec.HCRVSBGI_T10_WGS_2023_3_TNseq_strelka.isec.HCR
748,snps,0.108653,BGI_T20_WGS_2021_2_TNseq_strelka.isec.HCRVSARD_WGS_2023_1_TNseq_strelka.isec.HCR
749,indels,0.526524,BGI_T20_WGS_2021_2_TNseq_strelka.isec.HCRVSARD_WGS_2023_1_TNseq_strelka.isec.HCR
750,snps,0.487,WGS_WUX_2023_1_TNseq_strelka.isec.HCRVSWGS_WUX_2021_1_TNseq_strelka.isec.HCR
751,indels,0.217155,WGS_WUX_2023_1_TNseq_strelka.isec.HCRVSWGS_WUX_2021_1_TNseq_strelka.isec.HCR
752,snps,0.215301,BGI_T10_WGS_2021_3_TNseq_strelka.isecVSBGI_T10_WGS_2021_2_TNseq_strelka.isec.HCR
753,indels,0.24506,BGI_T10_WGS_2021_3_TNseq_strelka.isecVSBGI_T10_WGS_2021_2_TNseq_strelka.isec.HCR
754,snps,0.580827,WGS_WUX_2023_3_TNseq_strelka.isecVSARD_WGS_2023_1_TNseq_strelka.isec
755,indels,0.543621,WGS_WUX_2023_3_TNseq_strelka.isecVSARD_WGS_2023_1_TNseq_strelka.isec
756,snps,0.125882,BGI_T20_WGS_2021_3_TNseq_strelka.isec.HCRVSBGI_T20_WGS_2023_2_TNseq_strelka.isec
757,indels,0.213448,BGI_T20_WGS_2021_3_TNseq_strelka.isec.HCRVSBGI_T20_WGS_2023_2_TNseq_strelka.isec
758,snps,0.118878,BGI_T20_WGS_2021_2_TNseq_strelka.isec.HCRVSBGI_T10_WGS_2023_3_TNseq_strelka.isec.HCR
759,indels,0.543506,BGI_T20_WGS_2021_2_TNseq_strelka.isec.HCRVSBGI_T10_WGS_2023_3_TNseq_strelka.isec.HCR
760,snps,0.574988,WGS_WUX_2023_1_TNseq_strelka.isecVSARD_WGS_2023_1_TNseq_strelka.isec
761,indels,0.507612,WGS_WUX_2023_1_TNseq_strelka.isecVSARD_WGS_2023_1_TNseq_strelka.isec
762,snps,0.503598,WGS_WUX_2023_3_TNseq_strelka.isec.HCRVSBGI_T10_WGS_2023_1_TNseq_strelka.isec.HCR
763,indels,0.317841,WGS_WUX_2023_3_TNseq_strelka.isec.HCRVSBGI_T10_WGS_2023_1_TNseq_strelka.isec.HCR
764,snps,0.0894653,BGI_T20_WGS_2023_3_TNseq_strelka.isec.HCRVSARD_WGS_2023_1_TNseq_strelka.isec
765,indels,0.272415,BGI_T20_WGS_2023_3_TNseq_strelka.isec.HCRVSARD_WGS_2023_1_TNseq_strelka.isec
766,snps,0.187353,ARD_WGS_2023_1_TNseq_strelka.isec.HCRVSBGI_T7_WGS_2023_1_TNseq_strelka.isec
767,indels,0.308294,ARD_WGS_2023_1_TNseq_strelka.isec.HCRVSBGI_T7_WGS_2023_1_TNseq_strelka.isec
768,snps,0.305381,BGI_T20_WGS_2023_1_TNseq_strelka.isecVSBGI_T10_WGS_2021_2_TNseq_strelka.isec
769,indels,0.743651,BGI_T20_WGS_2023_1_TNseq_strelka.isecVSBGI_T10_WGS_2021_2_TNseq_strelka.isec
770,snps,0.202246,WGS_WUX_2021_3_TNseq_strelka.isecVSBGI_T10_WGS_2021_1_TNseq_strelka.isec.HCR
771,indels,0.163682,WGS_WUX_2021_3_TNseq_strelka.isecVSBGI_T10_WGS_2021_1_TNseq_strelka.isec.HCR
772,snps,0.447108,BGI_T7_WGS_2023_1_TNseq_strelka.isec.HCRVSBGI_T10_WGS_2021_1_TNseq_strelka.isec.HCR
773,indels,0.524528,BGI_T7_WGS_2023_1_TNseq_strelka.isec.HCRVSBGI_T10_WGS_2021_1_TNseq_strelka.isec.HCR
774,snps,0.20875,WGS_WUX_2023_1_TNseq_strelka.isecVSWGS_WUX_2023_3_TNseq_strelka.isec.HCR
775,indels,0.182445,WGS_WUX_2023_1_TNseq_strelka.isecVSWGS_WUX_2023_3_TNseq_strelka.isec.HCR
776,snps,0.0773946,BGI_T20_WGS_2021_2_TNseq_strelka.isecVSWGE_WGS_2023_1_TNseq_strelka.isec.HCR
777,indels,0.216776,BGI_T20_WGS_2021_2_TNseq_strelka.isecVSWGE_WGS_2023_1_TNseq_strelka.isec.HCR
778,snps,0.109812,BGI_T20_WGS_2021_3_TNseq_strelka.isecVSBGI_T10_WGS_2021_3_TNseq_strelka.isec.HCR
779,indels,0.243204,BGI_T20_WGS_2021_3_TNseq_strelka.isecVSBGI_T10_WGS_2021_3_TNseq_strelka.isec.HCR
780,snps,0.599953,BGI_T10_WGS_2023_1_TNseq_strelka.isecVSBGI_T10_WGS_2021_1_TNseq_strelka.isec
781,indels,0.779935,BGI_T10_WGS_2023_1_TNseq_strelka.isecVSBGI_T10_WGS_2021_1_TNseq_strelka.isec
782,snps,0.296471,BGI_T20_WGS_2021_2_TNseq_strelka.isecVSBGI_T20_WGS_2021_3_TNseq_strelka.isec
783,indels,0.789594,BGI_T20_WGS_2021_2_TNseq_strelka.isecVSBGI_T20_WGS_2021_3_TNseq_strelka.isec
784,snps,0.088131,BGI_T20_WGS_2021_1_TNseq_strelka.isec.HCRVSWGS_WUX_2023_2_TNseq_strelka.isec
785,indels,0.150201,BGI_T20_WGS_2021_1_TNseq_strelka.isec.HCRVSWGS_WUX_2023_2_TNseq_strelka.isec
786,snps,0.206662,BGI_T10_WGS_2021_3_TNseq_strelka.isec.HCRVSWGS_WUX_2021_1_TNseq_strelka.isec
787,indels,0.173449,BGI_T10_WGS_2021_3_TNseq_strelka.isec.HCRVSWGS_WUX_2021_1_TNseq_strelka.isec
788,snps,0.0895721,BGI_T10_WGS_2021_3_TNseq_strelka.isec.HCRVSBGI_T20_WGS_2023_2_TNseq_strelka.isec
789,indels,0.218772,BGI_T10_WGS_2021_3_TNseq_strelka.isec.HCRVSBGI_T20_WGS_2023_2_TNseq_strelka.isec
790,snps,0.130806,BGI_T20_WGS_2023_2_TNseq_strelka.isec.HCRVSBGI_T20_WGS_2023_3_TNseq_strelka.isec
791,indels,0.26392,BGI_T20_WGS_2023_2_TNseq_strelka.isec.HCRVSBGI_T20_WGS_2023_3_TNseq_strelka.isec
792,snps,0.31101,BGI_T10_WGS_2021_3_TNseq_strelka.isecVSBGI_T20_WGS_2021_1_TNseq_strelka.isec
793,indels,0.798399,BGI_T10_WGS_2021_3_TNseq_strelka.isecVSBGI_T20_WGS_2021_1_TNseq_strelka.isec
794,snps,0.272466,BGI_T20_WGS_2021_3_TNseq_strelka.isecVSBGI_T20_WGS_2023_3_TNseq_strelka.isec
795,indels,0.740875,BGI_T20_WGS_2021_3_TNseq_strelka.isecVSBGI_T20_WGS_2023_3_TNseq_strelka.isec
796,snps,0.142153,BGI_T10_WGS_2021_1_TNseq_strelka.isec.HCRVSBGI_T20_WGS_2023_1_TNseq_strelka.isec.HCR
797,indels,0.559755,BGI_T10_WGS_2021_1_TNseq_strelka.isec.HCRVSBGI_T20_WGS_2023_1_TNseq_strelka.isec.HCR
798,snps,0.169534,BGI_T10_WGS_2023_2_TNseq_strelka.isec.HCRVSWGS_WUX_2021_2_TNseq_strelka.isec
799,indels,0.16209,BGI_T10_WGS_2023_2_TNseq_strelka.isec.HCRVSWGS_WUX_2021_2_TNseq_strelka.isec
800,snps,0.301399,WGE_WGS_2023_1_TNseq_strelka.isec.HCRVSWGE_WGS_2023_1_TNseq_strelka.isec
801,indels,0.346621,WGE_WGS_2023_1_TNseq_strelka.isec.HCRVSWGE_WGS_2023_1_TNseq_strelka.isec
802,snps,0.157616,BGI_T20_WGS_2021_3_TNseq_strelka.isec.HCRVSWGS_WUX_2021_1_TNseq_strelka.isec.HCR
803,indels,0.294154,BGI_T20_WGS_2021_3_TNseq_strelka.isec.HCRVSWGS_WUX_2021_1_TNseq_strelka.isec.HCR
804,snps,0.132211,BGI_T20_WGS_2023_2_TNseq_strelka.isec.HCRVSARD_WGS_2023_1_TNseq_strelka.isec.HCR
805,indels,0.682833,BGI_T20_WGS_2023_2_TNseq_strelka.isec.HCRVSARD_WGS_2023_1_TNseq_strelka.isec.HCR
806,snps,0.6172,WGS_WUX_2023_3_TNseq_strelka.isecVSBGI_T7_WGS_2023_1_TNseq_strelka.isec
807,indels,0.544238,WGS_WUX_2023_3_TNseq_strelka.isecVSBGI_T7_WGS_2023_1_TNseq_strelka.isec
808,snps,0.568533,BGI_T10_WGS_2021_2_TNseq_strelka.isecVSWGS_WUX_2021_1_TNseq_strelka.isec
809,indels,0.46556,BGI_T10_WGS_2021_2_TNseq_strelka.isecVSWGS_WUX_2021_1_TNseq_strelka.isec
810,snps,0.579767,WGS_WUX_2021_1_TNseq_strelka.isecVSBGI_T7_WGS_2023_1_TNseq_strelka.isec
811,indels,0.47204,WGS_WUX_2021_1_TNseq_strelka.isecVSBGI_T7_WGS_2023_1_TNseq_strelka.isec
812,snps,0.290738,BGI_T10_WGS_2021_2_TNseq_strelka.isecVSBGI_T20_WGS_2023_2_TNseq_strelka.isec
813,indels,0.734117,BGI_T10_WGS_2021_2_TNseq_strelka.isecVSBGI_T20_WGS_2023_2_TNseq_strelka.isec
814,snps,0.417907,BGI_T10_WGS_2023_2_TNseq_strelka.isec.HCRVSBGI_T10_WGS_2021_2_TNseq_strelka.isec.HCR
815,indels,0.559737,BGI_T10_WGS_2023_2_TNseq_strelka.isec.HCRVSBGI_T10_WGS_2021_2_TNseq_strelka.isec.HCR
816,snps,0.609481,WGS_WUX_2023_1_TNseq_strelka.isecVSBGI_T7_WGS_2023_1_TNseq_strelka.isec
817,indels,0.504841,WGS_WUX_2023_1_TNseq_strelka.isecVSBGI_T7_WGS_2023_1_TNseq_strelka.isec
818,snps,0.0823964,WGS_WUX_2023_2_TNseq_strelka.isec.HCRVSBGI_T20_WGS_2021_1_TNseq_strelka.isec
819,indels,0.146152,WGS_WUX_2023_2_TNseq_strelka.isec.HCRVSBGI_T20_WGS_2021_1_TNseq_strelka.isec
820,snps,0.0922348,BGI_T20_WGS_2023_3_TNseq_strelka.isec.HCRVSBGI_T7_WGS_2023_1_TNseq_strelka.isec
821,indels,0.261436,BGI_T20_WGS_2023_3_TNseq_strelka.isec.HCRVSBGI_T7_WGS_2023_1_TNseq_strelka.isec
822,snps,0.140793,BGI_T20_WGS_2023_2_TNseq_strelka.isec.HCRVSBGI_T10_WGS_2023_3_TNseq_strelka.isec.HCR
823,indels,0.688567,BGI_T20_WGS_2023_2_TNseq_strelka.isec.HCRVSBGI_T10_WGS_2023_3_TNseq_strelka.isec.HCR
824,snps,0.413249,NVG_WGS_2023_1_TNseq_strelka.isec.HCRVSBGI_T10_WGS_2021_1_TNseq_strelka.isec.HCR
825,indels,0.51965,NVG_WGS_2023_1_TNseq_strelka.isec.HCRVSBGI_T10_WGS_2021_1_TNseq_strelka.isec.HCR
826,snps,0.0809736,BGI_T20_WGS_2021_2_TNseq_strelka.isecVSBGI_T10_WGS_2023_2_TNseq_strelka.isec.HCR
827,indels,0.211583,BGI_T20_WGS_2021_2_TNseq_strelka.isecVSBGI_T10_WGS_2023_2_TNseq_strelka.isec.HCR
828,snps,0.294576,BGI_T20_WGS_2023_1_TNseq_strelka.isecVSWGS_WUX_2021_2_TNseq_strelka.isec
829,indels,0.459946,BGI_T20_WGS_2023_1_TNseq_strelka.isecVSWGS_WUX_2021_2_TNseq_strelka.isec
830,snps,0.645908,BGI_T20_WGS_2023_2_TNseq_strelka.isec.HCRVSBGI_T20_WGS_2023_2_TNseq_strelka.isec
831,indels,0.344543,BGI_T20_WGS_2023_2_TNseq_strelka.isec.HCRVSBGI_T20_WGS_2023_2_TNseq_strelka.isec
832,snps,0.520511,NVG_WGS_2023_1_TNseq_strelka.isecVSBGI_T10_WGS_2021_2_TNseq_strelka.isec
833,indels,0.635173,NVG_WGS_2023_1_TNseq_strelka.isecVSBGI_T10_WGS_2021_2_TNseq_strelka.isec
834,snps,0.472513,ARD_WGS_2023_1_TNseq_strelka.isec.HCRVSWGS_WUX_2023_1_TNseq_strelka.isec.HCR
835,indels,0.360593,ARD_WGS_2023_1_TNseq_strelka.isec.HCRVSWGS_WUX_2023_1_TNseq_strelka.isec.HCR
836,snps,0.0942397,BGI_T20_WGS_2021_3_TNseq_strelka.isecVSBGI_T10_WGS_2023_3_TNseq_strelka.isec.HCR
837,indels,0.207791,BGI_T20_WGS_2021_3_TNseq_strelka.isecVSBGI_T10_WGS_2023_3_TNseq_strelka.isec.HCR
838,snps,0.436716,BGI_T10_WGS_2023_1_TNseq_strelka.isec.HCRVSBGI_T10_WGS_2021_3_TNseq_strelka.isec.HCR
839,indels,0.589684,BGI_T10_WGS_2023_1_TNseq_strelka.isec.HCRVSBGI_T10_WGS_2021_3_TNseq_strelka.isec.HCR
840,snps,0.0855975,BGI_T20_WGS_2023_3_TNseq_strelka.isecVSBGI_T10_WGS_2021_3_TNseq_strelka.isec.HCR
841,indels,0.215887,BGI_T20_WGS_2023_3_TNseq_strelka.isecVSBGI_T10_WGS_2021_3_TNseq_strelka.isec.HCR
842,snps,0.0945184,BGI_T20_WGS_2023_1_TNseq_strelka.isecVSBGI_T10_WGS_2021_2_TNseq_strelka.isec.HCR
843,indels,0.216035,BGI_T20_WGS_2023_1_TNseq_strelka.isecVSBGI_T10_WGS_2021_2_TNseq_strelka.isec.HCR
844,snps,0.6073,WGE_WGS_2023_1_TNseq_strelka.isecVSWGS_WUX_2021_1_TNseq_strelka.isec
845,indels,0.480801,WGE_WGS_2023_1_TNseq_strelka.isecVSWGS_WUX_2021_1_TNseq_strelka.isec
846,snps,0.285203,BGI_T20_WGS_2021_3_TNseq_strelka.isecVSBGI_T20_WGS_2023_2_TNseq_strelka.isec
847,indels,0.747734,BGI_T20_WGS_2021_3_TNseq_strelka.isecVSBGI_T20_WGS_2023_2_TNseq_strelka.isec
848,snps,0.298231,WGE_WGS_2023_1_TNseq_strelka.isecVSBGI_T20_WGS_2023_2_TNseq_strelka.isec
849,indels,0.752136,WGE_WGS_2023_1_TNseq_strelka.isecVSBGI_T20_WGS_2023_2_TNseq_strelka.isec
850,snps,0.50074,BGI_T10_WGS_2021_3_TNseq_strelka.isec.HCRVSWGS_WUX_2021_1_TNseq_strelka.isec.HCR
851,indels,0.303638,BGI_T10_WGS_2021_3_TNseq_strelka.isec.HCRVSWGS_WUX_2021_1_TNseq_strelka.isec.HCR
852,snps,0.541353,BGI_T10_WGS_2023_2_TNseq_strelka.isecVSWGS_WUX_2021_2_TNseq_strelka.isec
853,indels,0.463257,BGI_T10_WGS_2023_2_TNseq_strelka.isecVSWGS_WUX_2021_2_TNseq_strelka.isec
854,snps,0.135257,WGS_WUX_2021_3_TNseq_strelka.isec.HCRVSBGI_T20_WGS_2023_1_TNseq_strelka.isec.HCR
855,indels,0.261495,WGS_WUX_2021_3_TNseq_strelka.isec.HCRVSBGI_T20_WGS_2023_1_TNseq_strelka.isec.HCR
856,snps,0.193518,WGE_WGS_2023_1_TNseq_strelka.isec.HCRVSARD_WGS_2023_1_TNseq_strelka.isec
857,indels,0.32482,WGE_WGS_2023_1_TNseq_strelka.isec.HCRVSARD_WGS_2023_1_TNseq_strelka.isec
858,snps,0.58944,BGI_T10_WGS_2021_3_TNseq_strelka.isecVSWGS_WUX_2021_3_TNseq_strelka.isec
859,indels,0.471106,BGI_T10_WGS_2021_3_TNseq_strelka.isecVSWGS_WUX_2021_3_TNseq_strelka.isec
860,snps,0.358411,BGI_T10_WGS_2021_3_TNseq_strelka.isecVSBGI_T10_WGS_2021_3_TNseq_strelka.isec.HCR
861,indels,0.310362,BGI_T10_WGS_2021_3_TNseq_strelka.isecVSBGI_T10_WGS_2021_3_TNseq_strelka.isec.HCR
862,snps,0.359258,BGI_T10_WGS_2021_1_TNseq_strelka.isecVSBGI_T10_WGS_2021_1_TNseq_strelka.isec.HCR
863,indels,0.297622,BGI_T10_WGS_2021_1_TNseq_strelka.isecVSBGI_T10_WGS_2021_1_TNseq_strelka.isec.HCR
864,snps,0.0893591,BGI_T10_WGS_2023_1_TNseq_strelka.isec.HCRVSBGI_T20_WGS_2023_3_TNseq_strelka.isec
865,indels,0.239652,BGI_T10_WGS_2023_1_TNseq_strelka.isec.HCRVSBGI_T20_WGS_2023_3_TNseq_strelka.isec
866,snps,0.584426,WGE_WGS_2023_1_TNseq_strelka.isec.HCRVSWGS_WUX_2023_3_TNseq_strelka.isec.HCR
867,indels,0.409977,WGE_WGS_2023_1_TNseq_strelka.isec.HCRVSWGS_WUX_2023_3_TNseq_strelka.isec.HCR
868,snps,0.193075,BGI_T10_WGS_2021_2_TNseq_strelka.isecVSWGS_WUX_2021_1_TNseq_strelka.isec.HCR
869,indels,0.165551,BGI_T10_WGS_2021_2_TNseq_strelka.isecVSWGS_WUX_2021_1_TNseq_strelka.isec.HCR
870,snps,0.495194,WGS_WUX_2021_3_TNseq_strelka.isec.HCRVSWGS_WUX_2021_2_TNseq_strelka.isec.HCR
871,indels,0.259285,WGS_WUX_2021_3_TNseq_strelka.isec.HCRVSWGS_WUX_2021_2_TNseq_strelka.isec.HCR
872,snps,0.18533,WGS_WUX_2023_2_TNseq_strelka.isec.HCRVSWGS_WUX_2021_3_TNseq_strelka.isec
873,indels,0.148752,WGS_WUX_2023_2_TNseq_strelka.isec.HCRVSWGS_WUX_2021_3_TNseq_strelka.isec
874,snps,0.210016,WGS_WUX_2023_3_TNseq_strelka.isecVSWGS_WUX_2023_1_TNseq_strelka.isec.HCR
875,indels,0.181455,WGS_WUX_2023_3_TNseq_strelka.isecVSWGS_WUX_2023_1_TNseq_strelka.isec.HCR
876,snps,0.412767,WGS_WUX_2023_2_TNseq_strelka.isec.HCRVSBGI_T10_WGS_2021_3_TNseq_strelka.isec.HCR
877,indels,0.256103,WGS_WUX_2023_2_TNseq_strelka.isec.HCRVSBGI_T10_WGS_2021_3_TNseq_strelka.isec.HCR
878,snps,0.312951,BGI_T20_WGS_2023_1_TNseq_strelka.isecVSBGI_T10_WGS_2021_1_TNseq_strelka.isec
879,indels,0.755872,BGI_T20_WGS_2023_1_TNseq_strelka.isecVSBGI_T10_WGS_2021_1_TNseq_strelka.isec
880,snps,0.126712,BGI_T20_WGS_2023_2_TNseq_strelka.isec.HCRVSWGS_WUX_2021_1_TNseq_strelka.isec.HCR
881,indels,0.269699,BGI_T20_WGS_2023_2_TNseq_strelka.isec.HCRVSWGS_WUX_2021_1_TNseq_strelka.isec.HCR
882,snps,0.490975,ARD_WGS_2023_1_TNseq_strelka.isec.HCRVSNVG_WGS_2023_1_TNseq_strelka.isec.HCR
883,indels,0.777993,ARD_WGS_2023_1_TNseq_strelka.isec.HCRVSNVG_WGS_2023_1_TNseq_strelka.isec.HCR
884,snps,0.316999,WGS_WUX_2023_1_TNseq_strelka.isecVSWGS_WUX_2023_1_TNseq_strelka.isec.HCR
885,indels,0.573636,WGS_WUX_2023_1_TNseq_strelka.isecVSWGS_WUX_2023_1_TNseq_strelka.isec.HCR
