"Sample","Temperature","STDEV","T0.95","Beta1","Beta1.std","Stability"
"HCC1395","CO2",10.6009882737862,2.30600413520417,0.000316455696202665,0.00399378503259088,"Yes"
"HCC1395BL","CO2",13.8701460836198,2.30600413520417,-0.00933544303797459,0.00454027377954586,"Yes"
"D6","CO2",16.4171803158706,2.30600413520417,0.00268987341772159,0.00614130566745853,"Yes"
